,Seller_id,Seller_zipcode_prefix,Seller_city,Seller_state
1256,SELLER_1256,3031,sao paulo,SP
1257,SELLER_1257,85863,foz do iguacu,PR
1258,SELLER_1258,9831,sao bernardo do campo,SP
1259,SELLER_1259,4378,sao paulo,SP
1260,SELLER_1260,16022,aracatuba,SP
1261,SELLER_1261,95650,igrejinha,RS
1262,SELLER_1262,3031,sao paulo,SP
1263,SELLER_1263,89287,sao bento do sul,SC
1264,SELLER_1264,3194,sao paulo,SP
1265,SELLER_1265,13481,limeira,SP
1266,SELLER_1266,32315,contagem,MG
1267,SELLER_1267,25251,duque de caxias,RJ
1268,SELLER_1268,38182,araxa,MG
1269,SELLER_1269,14784,barretos,SP
1270,SELLER_1270,13311,itu,SP
1271,SELLER_1271,9271,santo andre,SP
1272,SELLER_1272,86065,londrina,PR
1273,SELLER_1273,35501,divinopolis,MG
1274,SELLER_1274,37048,varginha,MG
1275,SELLER_1275,9015,santo andre,SP
1276,SELLER_1276,32604,betim,MG
1277,SELLER_1277,89460,canoinhas,SC
1278,SELLER_1278,88801,criciuma,SC
1279,SELLER_1279,80060,curitiba,PR
1280,SELLER_1280,83321,pinhais,PR
1281,SELLER_1281,14940,ibitinga,SP
1282,SELLER_1282,13570,sao carlos,SP
1283,SELLER_1283,84010,ponta grossa,PR
1284,SELLER_1284,13912,jaguariuna,SP
1285,SELLER_1285,3035,sao paulo,SP
1286,SELLER_1286,29010,vitoria,ES
1287,SELLER_1287,35501,divinopolis,MG
1288,SELLER_1288,22775,rio de janeiro,RJ
1289,SELLER_1289,14910,tabatinga,SP
1290,SELLER_1290,30421,belo horizonte,MG
1291,SELLER_1291,15025,sao jose do rio preto,SP
1292,SELLER_1292,3550,sao paulo,SP
1293,SELLER_1293,2022,sao paulo,SP
1294,SELLER_1294,89251,jaragua do sul,SC
1295,SELLER_1295,14940,ibitinga,SP
1296,SELLER_1296,7183,guarulhos,SP
1297,SELLER_1297,36504,uba,MG
1298,SELLER_1298,14940,ibitinga,SP
1299,SELLER_1299,51250,recife,PE
1300,SELLER_1300,31210,belo horizonte,MG
1301,SELLER_1301,93608,estancia velha,RS
1302,SELLER_1302,15085,sao jose do rio preto,SP
1303,SELLER_1303,87043,maringa,PR
1304,SELLER_1304,13056,campinas,SP
1305,SELLER_1305,18130,sao roque,SP
1306,SELLER_1306,37540,santa rita do sapucai,MG
1307,SELLER_1307,94910,cachoeirinha,RS
1308,SELLER_1308,36200,barbacena/ minas gerais,MG
1309,SELLER_1309,82320,curitiba,PR
1310,SELLER_1310,88301,itajai,SP
1311,SELLER_1311,3477,sao paulo,SP
1312,SELLER_1312,9434,ribeirao pires,SP
1313,SELLER_1313,12914,braganca paulista,SP
1314,SELLER_1314,32140,contagem,MG
1315,SELLER_1315,11015,santos,SP
1316,SELLER_1316,88037,florianopolis,SC
1317,SELLER_1317,14020,ribeirao preto,SP
1318,SELLER_1318,99500,carazinho,RS
1319,SELLER_1319,59152,parnamirim,RN
1320,SELLER_1320,1530,sao paulo,SP
1321,SELLER_1321,13086,campinas,SP
1322,SELLER_1322,80020,curitiba,PR
1323,SELLER_1323,85851,foz do iguacu,PR
1324,SELLER_1324,18074,sorocaba,SP
1325,SELLER_1325,6080,osasco,SP
1326,SELLER_1326,6162,osasco,SP
1327,SELLER_1327,30285,belo horizonte,MG
1328,SELLER_1328,1210,sao paulo,SP
1329,SELLER_1329,8710,mogi das cruzes,SP
1330,SELLER_1330,13322,salto,SP
1331,SELLER_1331,3568,sao paulo,SP
1332,SELLER_1332,98803,santo angelo,RS
1333,SELLER_1333,21941,rio de janeiro,RJ
1334,SELLER_1334,9060,santo andre,SP
1335,SELLER_1335,80240,curitiba,PR
1336,SELLER_1336,14870,jaboticabal,SP
1337,SELLER_1337,14940,ibitinga,SP
1338,SELLER_1338,30315,belo horizonte,MG
1339,SELLER_1339,14315,batatais,SP
1340,SELLER_1340,87030,maringa,PR
1341,SELLER_1341,13272,valinhos,SP
1342,SELLER_1342,3448,sao paulo,SP
1343,SELLER_1343,1212,sao paulo,SP
1344,SELLER_1344,12240,sao jose dos campos,SP
1345,SELLER_1345,4615,sao paulo,SP
1346,SELLER_1346,15804,catanduva,SP
1347,SELLER_1347,9360,maua,SP
1348,SELLER_1348,7241,guarulhos,SP
1349,SELLER_1349,82515,curitiba,PR
1350,SELLER_1350,87140,paincandu,PR
1351,SELLER_1351,13087,campinas,SP
1352,SELLER_1352,88136,palhoca,SP
1353,SELLER_1353,13503,rio claro,SP
1354,SELLER_1354,8752,mogi das cruzes,SP
1355,SELLER_1355,9163,santo andre,SP
1356,SELLER_1356,2750,sao paulo,SP
1357,SELLER_1357,20910,rio de janeiro,RJ
1358,SELLER_1358,28605,nova friburgo,RJ
1359,SELLER_1359,13322,salto,SP
1360,SELLER_1360,5713,sao paulo,SP
1361,SELLER_1361,2925,sao paulo,SP
1362,SELLER_1362,25803,tres rios,RJ
1363,SELLER_1363,5083,sao paulo,SP
1364,SELLER_1364,13043,campinas,SP
1365,SELLER_1365,30620,belo horizonte,MG
1366,SELLER_1366,12228,sao jose dos campos,SP
1367,SELLER_1367,15170,tanabi,SP
1368,SELLER_1368,3470,sao paulo,SP
1369,SELLER_1369,74645,goiania,GO
1370,SELLER_1370,36500,uba,MG
1371,SELLER_1371,13660,portoferreira,SP
1372,SELLER_1372,3643,sao paulo,SP
1373,SELLER_1373,18080,sorocaba,SP
1374,SELLER_1374,4810,sao paulo,SP
1375,SELLER_1375,7032,guarulhos,SP
1376,SELLER_1376,14312,batatais,SP
1377,SELLER_1377,2737,sao paulo,SP
1378,SELLER_1378,6449,barueri,SP
1379,SELLER_1379,4255,sao paulo,SP
1380,SELLER_1380,8410,sao paulo,SP
1381,SELLER_1381,7074,guarulhos,SP
1382,SELLER_1382,18087,sorocaba,SP
1383,SELLER_1383,4403,sao paulo,SP
1384,SELLER_1384,13360,capivari,SP
1385,SELLER_1385,14806,araraquara,SP
1386,SELLER_1386,71691,brasilia,DF
1387,SELLER_1387,14802,araraquara,SP
1388,SELLER_1388,13257,itatiba,SP
1389,SELLER_1389,70767,brasilia,DF
1390,SELLER_1390,4534,sao paulo,SP
1391,SELLER_1391,21041,rio de janeiro,RJ
1392,SELLER_1392,87114,sarandi,PR
1393,SELLER_1393,8223,sao paulo,SP
1394,SELLER_1394,5767,sao paulo,SP
1395,SELLER_1395,18110,votorantim,SP
1396,SELLER_1396,22790,rio de janeiro,RJ
1397,SELLER_1397,6700,cotia,SP
1398,SELLER_1398,3520,sao paulo,SP
1399,SELLER_1399,13920,pedreira,SP
1400,SELLER_1400,14140,cravinhos,SP
1401,SELLER_1401,80310,curitiba,PR
1402,SELLER_1402,80710,curitiba,PR
1403,SELLER_1403,73020,brasilia,DF
1404,SELLER_1404,8140,sao paulo,SP
1405,SELLER_1405,89803,chapeco,SP
1406,SELLER_1406,75650,morrinhos,GO
1407,SELLER_1407,1545,sao paulo,SP
1408,SELLER_1408,14709,bebedouro,SP
1409,SELLER_1409,29032,vitoria,ES
1410,SELLER_1410,74560,goiania,GO
1411,SELLER_1411,89201,joinville,SC
1412,SELLER_1412,6268,osasco,SP
1413,SELLER_1413,95913,lajeado,RS
1414,SELLER_1414,19025,presidente prudente,SP
1415,SELLER_1415,4719,sao paulo,SP
1416,SELLER_1416,14781,barretos,SP
1417,SELLER_1417,11250,bertioga,SP
1418,SELLER_1418,2941,sao paulo,SP
1419,SELLER_1419,94451,viamao,RS
1420,SELLER_1420,2537,sao paulo,SP
1421,SELLER_1421,60110,fortaleza,CE
1422,SELLER_1422,59077,natal,RN
1423,SELLER_1423,2972,sao paulo,SP
1424,SELLER_1424,13210,jundiai,SP
1425,SELLER_1425,95800,venancio aires,RS
1426,SELLER_1426,20930,rio de janeiro,RJ
1427,SELLER_1427,30150,belo horizonte,MG
1428,SELLER_1428,4130,sao paulo - sp,SP
1429,SELLER_1429,81530,curitiba,PR
1430,SELLER_1430,14940,ibitinga,SP
1431,SELLER_1431,82540,curitiba,PR
1432,SELLER_1432,86800,apucarana,PR
1433,SELLER_1433,31255,belo horizont,MG
1434,SELLER_1434,13481,limeira,SP
1435,SELLER_1435,81350,curitiba,PR
1436,SELLER_1436,21340,rio de janeiro,RJ
1437,SELLER_1437,90240,porto alegre,RS
1438,SELLER_1438,5138,sao paulo,SP
1439,SELLER_1439,21210,rio de janeiro,RJ
1440,SELLER_1440,7025,guarulhos,SP
1441,SELLER_1441,1035,sao paulo,SP
1442,SELLER_1442,3655,sao paulo,SP
1443,SELLER_1443,13848,mogi guacu,SP
1444,SELLER_1444,13560,sao carlos,SP
1445,SELLER_1445,87900,loanda,PR
1446,SELLER_1446,4141,sao paulo,SP
1447,SELLER_1447,14808,araraquara,SP
1448,SELLER_1448,80430,curitiba,PR
1449,SELLER_1449,85804,cascavel,PR
1450,SELLER_1450,3635,sao paulo,SP
1451,SELLER_1451,4424,sao paulo,SP
1452,SELLER_1452,80010,curitiba,PR
1453,SELLER_1453,8180,sao paulo,SP
1454,SELLER_1454,3589,sao paulo,SP
1455,SELLER_1455,86385,andira-pr,PR
1456,SELLER_1456,9572,sao caetano do sul,SP
1457,SELLER_1457,4361,sao paulo,SP
1458,SELLER_1458,81350,curitiba,PR
1459,SELLER_1459,15840,itajobi,SP
1460,SELLER_1460,6154,osasco,SP
1461,SELLER_1461,3933,sao paulo,SP
1462,SELLER_1462,90220,porto alegre,RS
1463,SELLER_1463,86706,arapongas,PR
1464,SELLER_1464,9130,santo andre,SP
1465,SELLER_1465,7400,aruja,SP
1466,SELLER_1466,13560,sao carlos,SP
1467,SELLER_1467,18611,botucatu,SP
1468,SELLER_1468,88132,palhoca,SC
1469,SELLER_1469,88330,balneario camboriu,SC
1470,SELLER_1470,32604,betim,MG
1471,SELLER_1471,3820,sao paulo,SP
1472,SELLER_1472,35570,formiga,MG
1473,SELLER_1473,93700,campo bom,RS
1474,SELLER_1474,1131,sao paulo,SP
1475,SELLER_1475,6132,osasco,SP
1476,SELLER_1476,1127,sao paulo,SP
1477,SELLER_1477,18760,cerqueira cesar,SP
1478,SELLER_1478,12952,atibaia,SP
1479,SELLER_1479,95885,imigrante,RS
1480,SELLER_1480,80740,curitiba,PR
1481,SELLER_1481,18120,mairinque,SP
1482,SELLER_1482,83020,sao jose dos pinhais,SP
1483,SELLER_1483,13570,sao carlos,SP
1484,SELLER_1484,1207,sao paulo sp,SP
1485,SELLER_1485,4558,sao paulo,SP
1486,SELLER_1486,95020,caxias do sul,RS
1487,SELLER_1487,13843,mogi guacu,SP
1488,SELLER_1488,1039,sao paulo,SP
1489,SELLER_1489,20081,rio de janeiro / rio de janeiro,RJ
1490,SELLER_1490,90670,porto alegre,RS
1491,SELLER_1491,9070,santo andre,SP
1492,SELLER_1492,89219,joinville,SC
1493,SELLER_1493,4571,sao paulo,SP
1494,SELLER_1494,13170,sumare,SP
1495,SELLER_1495,37795,andradas,SP
1496,SELLER_1496,2611,sao paulo,SP
1497,SELLER_1497,35501,divinopolis,MG
1498,SELLER_1498,4123,sao paulo,SP
1499,SELLER_1499,22745,rio de janeiro,RJ
1500,SELLER_1500,26230,nova iguacu,RJ
1501,SELLER_1501,12327,jacarei,SP
1502,SELLER_1502,9931,diadema,SP
1503,SELLER_1503,9190,sando andre,SP
1504,SELLER_1504,80320,curitiba,PR
1505,SELLER_1505,85906,toledo,PR
1506,SELLER_1506,25070,duque de caxias,RJ
1507,SELLER_1507,3178,sao paulo,SP
1508,SELLER_1508,14403,franca,SP
1509,SELLER_1509,72580,brasilia,DF
1510,SELLER_1510,6420,barueri,SP
1511,SELLER_1511,50751,recife,PE
1512,SELLER_1512,13145,paulinia,SP
1513,SELLER_1513,15502,votuporanga,SP
1514,SELLER_1514,37640,extrema,MG
1515,SELLER_1515,15400,olimpia,SP
1516,SELLER_1516,13486,limeira,SP
1517,SELLER_1517,4142,sao paulo,SP
1518,SELLER_1518,7112,guarulhos,SP
1519,SELLER_1519,9015,santo andre,SP
1520,SELLER_1520,23943,angra dos reis rj,RJ
1521,SELLER_1521,9015,santo andre,SP
1522,SELLER_1522,1129,sao paulo,SP
1523,SELLER_1523,6180,osasco,SP
1524,SELLER_1524,88359,brusque,SC
1525,SELLER_1525,86020,londrina,PR
1526,SELLER_1526,31160,belo horizonte,MG
1527,SELLER_1527,85904,toledo,PR
1528,SELLER_1528,87505,umuarama,PR
1529,SELLER_1529,5008,sao paulo,SP
1530,SELLER_1530,16200,birigui,SP
1531,SELLER_1531,4142,sao paulo,SP
1532,SELLER_1532,60025,fortaleza,CE
1533,SELLER_1533,24855,rio de janeiro,RJ
1534,SELLER_1534,82400,curitiba,PR
1535,SELLER_1535,80050,curitiba,PR
1536,SELLER_1536,5303,sao  paulo,SP
1537,SELLER_1537,2030,sao paulo,SP
1538,SELLER_1538,3185,sao paulo,SP
1539,SELLER_1539,2976,sao paulo,SP
1540,SELLER_1540,88704,tubarao,SC
1541,SELLER_1541,14940,ibitinga,SP
1542,SELLER_1542,83327,pinhais/pr,PR
1543,SELLER_1543,93180,portao,RS
1544,SELLER_1544,13145,paulinia,SP
1545,SELLER_1545,13478,americana,SP
1546,SELLER_1546,81810,curitiba,PR
1547,SELLER_1547,11900,registro,SP
1548,SELLER_1548,35570,formiga,MG
1549,SELLER_1549,86065,londrina,PR
1550,SELLER_1550,81320,curitiba,PR
1551,SELLER_1551,3561,sao paulo,SP
1552,SELLER_1552,4445,sao paulo,SP
1553,SELLER_1553,80220,curitiba,PR
1554,SELLER_1554,89030,blumenau,SC
1555,SELLER_1555,81730,curitiba,PR
1556,SELLER_1556,19023,presidente prudente,SP
1557,SELLER_1557,9687,ao bernardo do campo,SP
1558,SELLER_1558,8452,sao paulo,SP
1559,SELLER_1559,6060,osasco,SP
1560,SELLER_1560,14090,ribeirao preto,SP
1561,SELLER_1561,1319,sao paulo,SP
1562,SELLER_1562,28630,nova friburgo,RJ
1563,SELLER_1563,9912,diadema,SP
1564,SELLER_1564,35557,carmo do cajuru,MG
1565,SELLER_1565,14940,ibitinga,SP
1566,SELLER_1566,3951,sao paulo,SP
1567,SELLER_1567,7123,guarulhos,SP
1568,SELLER_1568,84020,ponta grossa,PR
1569,SELLER_1569,8431,sao paulo,SP
1570,SELLER_1570,4773,sao paulo,SP
1571,SELLER_1571,6268,osasco,SP
1572,SELLER_1572,3423,sao paulo,SP
1573,SELLER_1573,5424,sao paulo,SP
1574,SELLER_1574,80030,curitiba,PR
1575,SELLER_1575,6807,embu das artes,SP
1576,SELLER_1576,80045,curitiba,PR
1577,SELLER_1577,39801,castro pires,MG
1578,SELLER_1578,3520,sao paulo,SP
1579,SELLER_1579,13806,mogi mirim,SP
1580,SELLER_1580,13880,vargem grande do sul,SP
1581,SELLER_1581,3638,sao paulo,SP
1582,SELLER_1582,5181,sao paulo,SP
1583,SELLER_1583,80710,curitiba,PR
1584,SELLER_1584,88061,florianopolis,SC
1585,SELLER_1585,7082,guarulhos,SP
1586,SELLER_1586,13060,campinas,SP
1587,SELLER_1587,9721,sao bernardo do campo,SP
1588,SELLER_1588,13500,rio claro,SP
1589,SELLER_1589,82940,curitiba,PR
1590,SELLER_1590,17580,pompeia,SP
1591,SELLER_1591,15502,votuporanga,SP
1592,SELLER_1592,98975,campina das missoes,RS
1593,SELLER_1593,1206,sao paulo,SP
1594,SELLER_1594,80730,curitiba,PR
1595,SELLER_1595,18015,sorocaba,SP
1596,SELLER_1596,4708,sao paulo,SP
1597,SELLER_1597,88802,criciuma,SC
1598,SELLER_1598,74565,goiania,GO
1599,SELLER_1599,12940,atibaia,SP
1600,SELLER_1600,12062,taubate,SP
1601,SELLER_1601,2955,sao paulo,SP
1602,SELLER_1602,14079,ribeirao preto,SP
1603,SELLER_1603,4773,sao paulo,SP
1604,SELLER_1604,6340,carapicuiba,SP
1605,SELLER_1605,28941,sao pedro da aldeia,RJ
1606,SELLER_1606,83323,pinhais,PR
1607,SELLER_1607,14940,ibitinga,SP
1608,SELLER_1608,13321,salto,SP
1609,SELLER_1609,17510,marilia,SP
1610,SELLER_1610,6455,barueri,SP
1611,SELLER_1611,72304,brasilia,DF
1612,SELLER_1612,3701,sao paulo,SP
1613,SELLER_1613,2470,sao paulo,SP
1614,SELLER_1614,52020,recife,PE
1615,SELLER_1615,13070,campinas,SP
1616,SELLER_1616,6330,carapicuiba,SP
1617,SELLER_1617,18053,sorocaba,SP
1618,SELLER_1618,3187,sao paulo,SP
1619,SELLER_1619,7600,mairipora,SP
1620,SELLER_1620,82620,curitiba,PR
1621,SELLER_1621,2050,sao paulo,SP
1622,SELLER_1622,4367,sao paulo,SP
1623,SELLER_1623,13033,campinas,SP
1624,SELLER_1624,25730,petropolis,RJ
1625,SELLER_1625,13023,campinas,SP
1626,SELLER_1626,2134,sao paulo,SP
1627,SELLER_1627,3006,sao paulo,SP
1628,SELLER_1628,80330,curitiba,PR
1629,SELLER_1629,3265,sao paulo,SP
1630,SELLER_1630,80220,curitiba,PR
1631,SELLER_1631,24710,sao goncalo,RJ
1632,SELLER_1632,86076,londrina,SP
1633,SELLER_1633,4905,sao paulo,SP
1634,SELLER_1634,13920,pedreira,SP
1635,SELLER_1635,15806,catanduva,SP
1636,SELLER_1636,21545,rio de janeiro,RJ
1637,SELLER_1637,37564,borda da mata,MG
1638,SELLER_1638,37795,andradas,MG
1639,SELLER_1639,49980,neopolis,SE
1640,SELLER_1640,8599,itaquaquecetuba,SP
1641,SELLER_1641,17320,mineiros do tiete,SP
1642,SELLER_1642,13224,varzea paulista,SP
1643,SELLER_1643,3563,sao paulo,SP
1644,SELLER_1644,13500,rio claro,SP
1645,SELLER_1645,6332,carapicuiba,SP
1646,SELLER_1646,82400,curitiba,PR
1647,SELLER_1647,14092,ribeirao preto,SP
1648,SELLER_1648,14075,ribeirao preto,SP
1649,SELLER_1649,34006,nova lima,MG
1650,SELLER_1650,36201,barbacena,MG
1651,SELLER_1651,9360,maua,SP
1652,SELLER_1652,4160,sao paulo,SP
1653,SELLER_1653,9725,sao bernardo do campo,SP
1654,SELLER_1654,9131,santo andre,SP
1655,SELLER_1655,15290,buritama,SP
1656,SELLER_1656,14407,franca,SP
1657,SELLER_1657,87504,umuarama,PR
1658,SELLER_1658,75650,morrinhos,GO
1659,SELLER_1659,99700,erechim,RS
1660,SELLER_1660,18200,itapetininga,SP
1661,SELLER_1661,4710,sao paulo,SP
1662,SELLER_1662,12240,sao jose dos campos,SP
1663,SELLER_1663,13835,conchal,SP
1664,SELLER_1664,8270,sao paulo,SP
1665,SELLER_1665,89870,pinhalzinho,SC
1666,SELLER_1666,18015,sorocaba,SP
1667,SELLER_1667,90230,porto alegre,RS
1668,SELLER_1668,3062,sao paulo,SP
1669,SELLER_1669,12224,sao jose dos campos,SP
1670,SELLER_1670,13690,descalvado,SP
1671,SELLER_1671,11075,santos,SP
1672,SELLER_1672,85200,pitanga,PR
1673,SELLER_1673,22793,rio de janeiro,RJ
1674,SELLER_1674,4870,sao paulo,SP
1675,SELLER_1675,80230,curitiba,PR
1676,SELLER_1676,13070,campinas,SP
1677,SELLER_1677,1209,sao paulo,SP
1678,SELLER_1678,13405,piracicaba,SP
1679,SELLER_1679,4365,sao paulo,SP
1680,SELLER_1680,17515,marilia,SP
1681,SELLER_1681,95020,caxias do sul,RS
1682,SELLER_1682,96400,bage,RS
1683,SELLER_1683,3667,sao paulo,SP
1684,SELLER_1684,5126,sao paulo,SP
1685,SELLER_1685,86600,rolandia,PR
1686,SELLER_1686,89190,taio,SC
1687,SELLER_1687,3210,sao paulo,SP
1688,SELLER_1688,18025,sorocaba,SP
1689,SELLER_1689,16200,birigui,SP
1690,SELLER_1690,1026,sao paulo,SP
1691,SELLER_1691,4058,sao paulo,SP
1692,SELLER_1692,16021,sp,SP
1693,SELLER_1693,13457,santa barbara d'oeste,SP
1694,SELLER_1694,14020,ribeirao preto,SP
1695,SELLER_1695,19800,assis,SP
1696,SELLER_1696,25645,petropolis,RJ
1697,SELLER_1697,4319,sao paulo,SP
1698,SELLER_1698,38701,patos de minas,MG
1699,SELLER_1699,3916,sao paulo,SP
1700,SELLER_1700,7077,garulhos,SP
1701,SELLER_1701,30270,belo horizonte,MG
1702,SELLER_1702,82640,curitiba,PR
1703,SELLER_1703,89117,gaspar,SC
1704,SELLER_1704,14940,ibitinga,SP
1705,SELLER_1705,85601,francisco beltrao,PR
1706,SELLER_1706,87030,maringa,PR
1707,SELLER_1707,1511,sao paulo,SP
1708,SELLER_1708,80240,curitiba,SP
1709,SELLER_1709,17514,marilia,SP
1710,SELLER_1710,18200,itapetininga,SP
1711,SELLER_1711,35530,claudio,MG
1712,SELLER_1712,13240,jarinu,SP
1713,SELLER_1713,13347,indaiatuba,SP
1714,SELLER_1714,15025,sao jose do rio preto,SP
1715,SELLER_1715,14057,ribeirao preto,SP
1716,SELLER_1716,38402,uberlandia,MG
1717,SELLER_1717,31920,belo horizonte,MG
1718,SELLER_1718,82510,curitiba,PR
1719,SELLER_1719,95150,nova petropolis,RS
1720,SELLER_1720,14079,ribeirao preto / sao paulo,SP
1721,SELLER_1721,13506,rio claro,SP
1722,SELLER_1722,15807,catanduva,SP
1723,SELLER_1723,88340,camboriu,SC
1724,SELLER_1724,14076,ribeirao preto,SP
1725,SELLER_1725,88270,nova trento,SC
1726,SELLER_1726,18103,sorocaba,SP
1727,SELLER_1727,96020,pelotas,RS
1728,SELLER_1728,82510,curitiba,PR
1729,SELLER_1729,65072,sao luis,MA
1730,SELLER_1730,2285,sao paulo,SP
1731,SELLER_1731,86039,londrina,PR
1732,SELLER_1732,81770,curitiba,PR
1733,SELLER_1733,19013,presidente prudente,SP
1734,SELLER_1734,22775,rio de janeiro,RJ
1735,SELLER_1735,15051,sao jose do rio pret,SP
1736,SELLER_1736,13160,artur nogueira,SP
1737,SELLER_1737,19806,assis,SP
1738,SELLER_1738,8275,sao paulo,SP
1739,SELLER_1739,13420,sao paulo,SP
1740,SELLER_1740,13330,indaiatuba,SP
1741,SELLER_1741,88102,sao jose,SC
1742,SELLER_1742,70070,brasilia,DF
1743,SELLER_1743,89069,blumenau,SC
1744,SELLER_1744,95800,venancio aires,RS
1745,SELLER_1745,85880,itaipulandia,PR
1746,SELLER_1746,9111,santo andre,SP
1747,SELLER_1747,13040,campinas,SP
1748,SELLER_1748,4850,sao paulo,SP
1749,SELLER_1749,87025,maringa,PR
1750,SELLER_1750,80540,curitiba,PR
1751,SELLER_1751,85601,francisco beltrao,PR
1752,SELLER_1752,83402,colombo,PR
1753,SELLER_1753,14940,ibitinga,SP
1754,SELLER_1754,86010,londrina,PR
1755,SELLER_1755,3431,sao paulo,SP
1756,SELLER_1756,14096,ribeirao preto,SP
1757,SELLER_1757,31210,belo horizonte,MG
1758,SELLER_1758,9541,sao caetano do sul,SP
1759,SELLER_1759,14090,ribeirao preto,SP
1760,SELLER_1760,15076,sao jose do rio preto,SP
1761,SELLER_1761,13070,campinas,SP
1762,SELLER_1762,5424,sao paulo,SP
1763,SELLER_1763,15093,sao jose do rio preto,SP
1764,SELLER_1764,93347,novo hamburgo,RS
1765,SELLER_1765,2119,sao paulo,SP
1766,SELLER_1766,88306,itajai,SC
1767,SELLER_1767,52010,recife,PE
1768,SELLER_1768,83280,guaratuba,PR
1769,SELLER_1769,8290,sao paulo,SP
1770,SELLER_1770,83535,campo magro,PR
1771,SELLER_1771,3052,sao paulo,SP
1772,SELLER_1772,30270,belo horizonte,MG
1773,SELLER_1773,13076,campinas,SP
1774,SELLER_1774,82515,curitiba,PR
1775,SELLER_1775,13456,santa barbara d'oeste,SP
1776,SELLER_1776,15075,sao jose do rio preto,SP
1777,SELLER_1777,19804,assis,SP
1778,SELLER_1778,8050,sao paluo,SP
1779,SELLER_1779,87060,maringa,PR
1780,SELLER_1780,11442,guaruja,SP
1781,SELLER_1781,4367,sao paulo,SP
1782,SELLER_1782,26051,rio de janeiro,RJ
1783,SELLER_1783,87040,maringa,PR
1784,SELLER_1784,85801,cascavel,PR
1785,SELLER_1785,13215,jundiai,SP
1786,SELLER_1786,37443,baependi,MG
1787,SELLER_1787,9170,santo andre,SP
1788,SELLER_1788,81070,curitiba,PR
1789,SELLER_1789,88090,florianopolis,SC
1790,SELLER_1790,4756,sao paulo,SP
1791,SELLER_1791,31255,belo horizonte,MG
1792,SELLER_1792,3809,sao paulo,SP
1793,SELLER_1793,14085,ribeirao preto,SP
1794,SELLER_1794,9812,sao bernardo do campo,SP
1795,SELLER_1795,5734,sao paulo,SP
1796,SELLER_1796,6900,embu guacu,SP
1797,SELLER_1797,3461,sao paulo,SP
1798,SELLER_1798,35530,claudio,MG
1799,SELLER_1799,5763,sao paulo,SP
1800,SELLER_1800,72318,brasilia,DF
1801,SELLER_1801,14085,ribeirao preto,SP
1802,SELLER_1802,9720,sao bernardo do campo,SP
1803,SELLER_1803,2451,sao paulo,SP
1804,SELLER_1804,85200,pitanga,PR
1805,SELLER_1805,3962,sao paulo,SP
1806,SELLER_1806,4282,sao paulo,SP
1807,SELLER_1807,6276,osasco,SP
1808,SELLER_1808,1021,sao paulo,SP
1809,SELLER_1809,86703,arapongas,PR
1810,SELLER_1810,14403,franca,SP
1811,SELLER_1811,11701,praia grande,SP
1812,SELLER_1812,14940,ibitinga,SP
1813,SELLER_1813,8226,sao paulo,SP
1814,SELLER_1814,9530,sao caetano do sul,SP
1815,SELLER_1815,3001,sao paulo,SP
1816,SELLER_1816,17056,bauru,SP
1817,SELLER_1817,4843,sao paulo,SP
1818,SELLER_1818,31520,belo horizonte,MG
1819,SELLER_1819,9350,maua,SP
1820,SELLER_1820,88075,florianopolis,SP
1821,SELLER_1821,14401,franca,SP
1822,SELLER_1822,38408,uberlandia,MG
1823,SELLER_1823,13456,santa barbara d'oeste,SP
1824,SELLER_1824,1550,sao paulo,SP
1825,SELLER_1825,74343,goiania,GO
1826,SELLER_1826,7133,guarulhos,SP
1827,SELLER_1827,81050,curitiba,PR
1828,SELLER_1828,89251,jaragua do sul,SC
1829,SELLER_1829,96530,paraiso do sul,RS
1830,SELLER_1830,12570,aparecida,SP
1831,SELLER_1831,18015,sorocaba,SP
1832,SELLER_1832,36773,cataguases,MG
1833,SELLER_1833,2634,sao paulo,SP
1834,SELLER_1834,82520,curitiba,PR
1835,SELLER_1835,44600,ipira,SP
1836,SELLER_1836,17250,bariri,SP
1837,SELLER_1837,36300,sao joao del rei,MG
1838,SELLER_1838,12231,sao jose dos campos,SP
1839,SELLER_1839,13177,sumare,SP
1840,SELLER_1840,13465,americana,SP
1841,SELLER_1841,32185,contagem,MG
1842,SELLER_1842,3647,sao paulo,SP
1843,SELLER_1843,8710,mogi das cruzes,SP
1844,SELLER_1844,14940,ibitinga,SP
1845,SELLER_1845,4809,sao paulo,SP
1846,SELLER_1846,13900,amparo,SP
1847,SELLER_1847,27353,barra mansa,RJ
1848,SELLER_1848,88306,itajai,SC
1849,SELLER_1849,4362,sao paulo,SP
1850,SELLER_1850,29150,cariacica,ES
1851,SELLER_1851,11707,praia grande,SP
1852,SELLER_1852,20910,rio de janeiro,RJ
1853,SELLER_1853,3171,sao paulo,SP
1854,SELLER_1854,75345,abadia de goias,GO
1855,SELLER_1855,89165,rio do sul,SC
1856,SELLER_1856,3573,sao paulo,SP
1857,SELLER_1857,3929,sao paulo,SP
1858,SELLER_1858,85905,toledo,PR
1859,SELLER_1859,3191,sao paulo,SP
1860,SELLER_1860,7077,guarulhos,SP
1861,SELLER_1861,16074,aracatuba,SP
1862,SELLER_1862,17512,marilia,SP
1863,SELLER_1863,13473,americana,SP
1864,SELLER_1864,30170,belo horizonte,MG
1865,SELLER_1865,3410,sao paulo,SP
1866,SELLER_1866,1552,sao paulo,SP
1867,SELLER_1867,91910,porto alegre,RS
