,Order_id,Payment_sequential,Payment_type,Payment_installments,Payment_value
5236,ORDER_62455,1,credit_card,1,82.83
5237,ORDER_69403,11,voucher,1,12.86
5238,ORDER_36838,1,credit_card,1,267.68
5239,ORDER_86800,1,credit_card,10,156.44
5240,ORDER_01933,1,credit_card,1,89.17
5241,ORDER_00497,1,credit_card,1,0.58
5242,ORDER_62825,1,credit_card,3,722.05
5243,ORDER_85418,1,credit_card,1,57.79
5244,ORDER_36174,1,credit_card,8,290.76
5245,ORDER_27249,1,credit_card,2,67.72
5246,ORDER_11392,1,credit_card,1,42.27
5247,ORDER_04249,1,credit_card,2,130.15
5248,ORDER_00724,2,voucher,1,27.75
5249,ORDER_58577,1,boleto,1,141.9
5250,ORDER_06953,1,credit_card,1,95.31
5251,ORDER_08816,1,credit_card,8,732.29
5252,ORDER_17897,1,credit_card,5,237.07
5253,ORDER_03753,2,voucher,1,34.27
5254,ORDER_09843,1,credit_card,6,347.05
5255,ORDER_57238,1,credit_card,3,116.94
5256,ORDER_66403,1,boleto,1,38.0
5257,ORDER_15531,1,credit_card,1,131.94
5258,ORDER_29814,1,credit_card,1,118.91
5259,ORDER_04397,1,credit_card,1,61.44
5260,ORDER_44548,1,credit_card,4,295.7
5261,ORDER_31180,1,credit_card,7,70.09
5262,ORDER_46791,1,credit_card,3,222.85
5263,ORDER_32528,1,credit_card,8,107.71
5264,ORDER_33972,1,boleto,1,31.11
5265,ORDER_63968,3,voucher,1,18.73
5266,ORDER_59992,1,credit_card,1,149.16
5267,ORDER_10497,2,voucher,1,67.98
5268,ORDER_39565,1,credit_card,10,180.26
5269,ORDER_63950,1,boleto,1,119.88
5270,ORDER_34771,1,credit_card,2,139.46
5271,ORDER_84813,1,credit_card,3,186.85
5272,ORDER_20275,1,credit_card,1,67.25
5273,ORDER_47869,1,credit_card,6,246.82
5274,ORDER_06977,1,credit_card,3,415.54
5275,ORDER_12513,1,credit_card,4,79.18
5276,ORDER_40647,1,credit_card,1,163.06
5277,ORDER_08321,3,voucher,1,17.52
5278,ORDER_72944,1,credit_card,10,156.49
5279,ORDER_42628,1,credit_card,5,85.14
5280,ORDER_11164,1,credit_card,7,147.23
5281,ORDER_64208,1,credit_card,6,193.84
5282,ORDER_29726,1,credit_card,1,93.78
5283,ORDER_74636,1,credit_card,1,56.59
5284,ORDER_11186,1,credit_card,4,189.42
5285,ORDER_19823,1,credit_card,2,91.79
5286,ORDER_09341,1,credit_card,3,87.97
5287,ORDER_13556,1,credit_card,1,26.93
5288,ORDER_34843,1,credit_card,2,149.39
5289,ORDER_10225,1,credit_card,5,219.49
5290,ORDER_65313,1,credit_card,3,38.72
5291,ORDER_12190,1,credit_card,1,163.26
5292,ORDER_80243,1,credit_card,1,193.5
5293,ORDER_40977,1,credit_card,10,466.12
5294,ORDER_85106,1,credit_card,8,81.98
5295,ORDER_32624,1,credit_card,7,74.05
5296,ORDER_12903,1,credit_card,2,24.86
5297,ORDER_01041,1,credit_card,1,72.14
5298,ORDER_13813,1,credit_card,3,78.1
5299,ORDER_32383,1,credit_card,10,160.44
5300,ORDER_24049,1,credit_card,3,100.34
5301,ORDER_32976,1,credit_card,8,381.17
5302,ORDER_40169,1,credit_card,3,164.79
5303,ORDER_01159,1,credit_card,1,59.24
5304,ORDER_85220,1,credit_card,2,160.51
5305,ORDER_37212,1,credit_card,5,52.01
5306,ORDER_82914,1,credit_card,4,84.59
5307,ORDER_66058,1,credit_card,1,103.65
5308,ORDER_39800,1,credit_card,3,86.73
5309,ORDER_02196,1,credit_card,1,30.83
5310,ORDER_87284,1,boleto,1,164.26
5311,ORDER_22859,1,credit_card,3,87.82
5312,ORDER_24426,1,boleto,1,32.77
5313,ORDER_40861,1,credit_card,3,158.22
5314,ORDER_14709,1,credit_card,1,86.2
5315,ORDER_83057,1,credit_card,1,200.86
5316,ORDER_63380,1,credit_card,10,135.84
5317,ORDER_45033,1,credit_card,3,67.98
5318,ORDER_02433,1,credit_card,8,367.11
5319,ORDER_11773,1,credit_card,8,243.04
5320,ORDER_59480,1,credit_card,10,220.82
5321,ORDER_61335,1,boleto,1,69.9
5322,ORDER_31130,1,credit_card,2,35.0
5323,ORDER_47935,1,credit_card,2,156.08
5324,ORDER_17849,1,debit_card,1,39.1
5325,ORDER_41468,1,credit_card,1,58.64
5326,ORDER_19621,1,credit_card,4,155.42
5327,ORDER_11182,1,credit_card,4,94.63
5328,ORDER_09013,1,credit_card,2,68.68
5329,ORDER_43659,1,boleto,1,65.0
5330,ORDER_47533,1,credit_card,2,111.21
5331,ORDER_49321,1,credit_card,4,384.93
5332,ORDER_72789,1,credit_card,1,208.24
5333,ORDER_70335,1,credit_card,1,30.09
5334,ORDER_82054,1,credit_card,1,1.15
5335,ORDER_83294,1,boleto,1,47.42
5336,ORDER_57549,1,credit_card,1,92.35
5337,ORDER_73290,1,credit_card,1,37.96
5338,ORDER_62364,1,credit_card,3,79.61
5339,ORDER_68010,1,credit_card,5,53.0
5340,ORDER_82298,1,boleto,1,200.01
5341,ORDER_10517,1,credit_card,1,167.92
5342,ORDER_21303,1,boleto,1,176.99
5343,ORDER_86245,1,credit_card,5,163.05
5344,ORDER_78985,1,credit_card,1,135.49
5345,ORDER_42166,1,credit_card,1,309.66
5346,ORDER_77560,1,boleto,1,57.1
5347,ORDER_47353,1,credit_card,10,1191.41
5348,ORDER_43413,1,credit_card,1,85.14
5349,ORDER_64755,1,credit_card,4,293.46
5350,ORDER_05307,1,credit_card,10,307.69
5351,ORDER_01366,2,voucher,1,10.93
5352,ORDER_40457,1,credit_card,1,95.27
5353,ORDER_05174,1,credit_card,4,152.91
5354,ORDER_36226,1,credit_card,10,106.73
5355,ORDER_39672,1,boleto,1,41.93
5356,ORDER_61130,1,credit_card,1,147.23
5357,ORDER_00339,1,credit_card,1,43.78
5358,ORDER_69755,1,credit_card,1,852.49
5359,ORDER_38967,1,boleto,1,177.13
5360,ORDER_60979,1,credit_card,2,38.68
5361,ORDER_09035,1,credit_card,3,82.52
5362,ORDER_24874,1,credit_card,1,171.17
5363,ORDER_32148,1,credit_card,1,97.86
5364,ORDER_11503,1,boleto,1,116.94
5365,ORDER_77501,1,boleto,1,92.28
5366,ORDER_60621,1,credit_card,5,57.38
5367,ORDER_12910,1,credit_card,5,240.83
5368,ORDER_54517,1,credit_card,1,77.2
5369,ORDER_03171,1,credit_card,1,67.1
5370,ORDER_16468,1,credit_card,10,336.9
5371,ORDER_40637,1,credit_card,8,192.62
5372,ORDER_70157,1,credit_card,3,150.09
5373,ORDER_25193,1,credit_card,4,45.22
5374,ORDER_83142,4,voucher,1,45.8
5375,ORDER_49171,1,credit_card,4,60.01
5376,ORDER_52719,1,credit_card,10,173.23
5377,ORDER_54468,1,credit_card,1,34.13
5378,ORDER_19526,1,boleto,1,168.36
5379,ORDER_17871,1,credit_card,3,40.92
5380,ORDER_78457,1,credit_card,8,173.59
5381,ORDER_01599,1,credit_card,5,708.95
5382,ORDER_80279,1,credit_card,6,175.72
5383,ORDER_00317,1,boleto,1,44.87
5384,ORDER_26684,1,credit_card,1,152.06
5385,ORDER_76562,1,credit_card,3,696.58
5386,ORDER_26619,1,credit_card,10,220.19
5387,ORDER_02393,1,credit_card,2,176.15
5388,ORDER_30388,1,credit_card,1,366.12
5389,ORDER_34730,1,credit_card,2,135.15
5390,ORDER_13934,1,credit_card,1,41.09
5391,ORDER_25622,1,credit_card,1,96.8
5392,ORDER_19312,1,boleto,1,77.6
5393,ORDER_49620,1,credit_card,10,709.58
5394,ORDER_19023,1,credit_card,1,53.38
5395,ORDER_79203,1,boleto,1,146.68
5396,ORDER_30478,1,boleto,1,69.97
5397,ORDER_86391,1,credit_card,2,192.96
5398,ORDER_14263,1,boleto,1,61.7
5399,ORDER_04997,1,credit_card,10,806.46
5400,ORDER_02534,1,credit_card,2,146.23
5401,ORDER_44747,1,credit_card,1,46.78
5402,ORDER_41591,1,credit_card,1,53.42
5403,ORDER_74330,1,credit_card,2,140.41
5404,ORDER_49245,1,credit_card,3,169.51
5405,ORDER_80336,1,boleto,1,117.85
5406,ORDER_28344,1,credit_card,2,117.94
5407,ORDER_29581,1,boleto,1,361.04
5408,ORDER_83150,1,credit_card,3,342.48
5409,ORDER_62744,1,credit_card,4,41.38
5410,ORDER_46842,1,credit_card,1,110.63
5411,ORDER_28194,1,credit_card,1,45.09
5412,ORDER_75787,1,credit_card,5,63.23
5413,ORDER_03538,1,credit_card,8,278.07
5414,ORDER_09741,1,credit_card,1,55.09
5415,ORDER_54364,1,credit_card,2,125.42
5416,ORDER_58485,1,boleto,1,335.18
5417,ORDER_55398,1,boleto,1,94.96
5418,ORDER_67548,1,credit_card,8,81.97
5419,ORDER_60375,1,credit_card,1,250.0
5420,ORDER_64344,1,credit_card,1,172.21
5421,ORDER_69050,1,credit_card,1,43.16
5422,ORDER_86965,1,boleto,1,84.99
5423,ORDER_04594,1,boleto,1,20.29
5424,ORDER_32599,1,credit_card,1,33.3
5425,ORDER_64391,1,credit_card,1,317.1
5426,ORDER_39399,1,credit_card,1,53.17
5427,ORDER_81812,1,credit_card,6,440.23
5428,ORDER_80297,1,boleto,1,1015.8
5429,ORDER_25943,1,credit_card,1,62.05
5430,ORDER_78416,1,credit_card,8,398.46
5431,ORDER_58474,1,credit_card,3,260.0
5432,ORDER_77954,1,credit_card,3,105.83
5433,ORDER_81938,1,credit_card,1,63.23
5434,ORDER_33559,1,boleto,1,32.58
5435,ORDER_78862,1,credit_card,1,401.24
5436,ORDER_30842,1,credit_card,6,78.48
5437,ORDER_69841,12,voucher,1,13.53
5438,ORDER_49570,1,boleto,1,314.82
5439,ORDER_46435,1,credit_card,5,54.09
5440,ORDER_63945,1,boleto,1,273.62
5441,ORDER_08836,1,credit_card,4,352.05
5442,ORDER_61695,1,credit_card,1,92.19
5443,ORDER_42318,1,credit_card,2,72.72
5444,ORDER_41221,1,debit_card,1,31.24
5445,ORDER_64348,1,credit_card,6,326.21
5446,ORDER_09801,1,boleto,1,157.7
5447,ORDER_78602,3,voucher,1,16.07
5448,ORDER_51681,1,credit_card,1,16.38
5449,ORDER_18793,1,credit_card,1,31.99
5450,ORDER_10528,1,boleto,1,116.82
5451,ORDER_58296,1,credit_card,1,58.13
5452,ORDER_25756,1,credit_card,1,108.81
5453,ORDER_10390,1,credit_card,4,76.11
5454,ORDER_75039,1,credit_card,1,79.62
5455,ORDER_28773,1,credit_card,9,489.98
5456,ORDER_41292,2,voucher,1,27.41
5457,ORDER_58895,2,voucher,1,59.92
5458,ORDER_71340,1,boleto,1,70.89
5459,ORDER_62452,1,boleto,1,84.14
5460,ORDER_74176,1,credit_card,4,50.09
5461,ORDER_39078,1,credit_card,1,194.91
5462,ORDER_40055,1,credit_card,4,47.62
5463,ORDER_26719,1,credit_card,4,107.44
5464,ORDER_85021,1,credit_card,2,170.37
5465,ORDER_69068,1,credit_card,8,89.36
5466,ORDER_49807,1,credit_card,5,134.19
5467,ORDER_51200,1,credit_card,6,166.46
5468,ORDER_43520,1,credit_card,10,1070.74
5469,ORDER_70846,1,credit_card,8,428.52
5470,ORDER_39491,1,credit_card,1,64.1
5471,ORDER_01200,1,boleto,1,32.68
5472,ORDER_68985,1,credit_card,1,35.87
5473,ORDER_80266,1,credit_card,1,256.0
5474,ORDER_32130,1,credit_card,2,159.96
5475,ORDER_46086,1,credit_card,1,64.77
5476,ORDER_31612,1,boleto,1,336.31
5477,ORDER_37530,1,credit_card,1,30.7
5478,ORDER_15222,1,credit_card,1,88.2
5479,ORDER_30600,1,credit_card,6,313.43
5480,ORDER_25407,1,credit_card,3,293.39
5481,ORDER_55148,1,boleto,1,37.6
5482,ORDER_74187,1,credit_card,3,95.74
5483,ORDER_72928,1,credit_card,1,47.23
5484,ORDER_74192,1,credit_card,4,230.95
5485,ORDER_53359,1,boleto,1,115.32
5486,ORDER_33705,1,credit_card,1,161.21
5487,ORDER_03734,1,credit_card,1,57.0
5488,ORDER_38794,1,credit_card,1,122.01
5489,ORDER_74532,1,boleto,1,208.05
5490,ORDER_41226,1,credit_card,1,53.14
5491,ORDER_44000,2,debit_card,1,172.98
5492,ORDER_02813,1,credit_card,1,86.14
5493,ORDER_43988,1,credit_card,3,184.43
5494,ORDER_39011,1,credit_card,3,173.82
5495,ORDER_11925,1,credit_card,2,72.99
5496,ORDER_50829,1,credit_card,4,156.44
5497,ORDER_41840,1,credit_card,5,210.9
5498,ORDER_86548,1,credit_card,3,144.56
5499,ORDER_55088,1,credit_card,10,160.68
5500,ORDER_42855,1,debit_card,1,208.91
5501,ORDER_65181,2,voucher,1,200.0
5502,ORDER_28743,1,credit_card,3,103.33
5503,ORDER_01957,1,credit_card,1,39.5
5504,ORDER_01547,1,credit_card,1,45.22
5505,ORDER_64737,1,credit_card,2,306.78
5506,ORDER_08600,6,voucher,1,22.23
5507,ORDER_22735,1,boleto,1,96.16
5508,ORDER_02303,1,credit_card,2,59.46
5509,ORDER_44165,1,boleto,1,42.42
5510,ORDER_58433,1,boleto,1,56.84
5511,ORDER_15331,1,credit_card,2,72.38
5512,ORDER_56313,1,credit_card,2,247.31
5513,ORDER_53968,1,boleto,1,112.91
5514,ORDER_34665,1,credit_card,5,105.38
5515,ORDER_78245,1,credit_card,2,56.78
5516,ORDER_78231,1,credit_card,6,65.68
5517,ORDER_00425,1,credit_card,8,110.98
5518,ORDER_44848,1,boleto,1,36.09
5519,ORDER_34184,1,boleto,1,127.01
5520,ORDER_07749,1,credit_card,1,72.67
5521,ORDER_83611,1,credit_card,2,132.69
5522,ORDER_86462,1,credit_card,2,137.24
5523,ORDER_17404,1,credit_card,3,161.38
5524,ORDER_36350,1,credit_card,7,72.45
5525,ORDER_73682,1,credit_card,4,48.96
5526,ORDER_28306,1,credit_card,1,53.82
5527,ORDER_21068,1,credit_card,3,31.73
5528,ORDER_81337,1,credit_card,1,21.77
5529,ORDER_67978,2,voucher,1,10.84
5530,ORDER_83605,1,credit_card,3,79.56
5531,ORDER_17257,1,credit_card,1,41.28
5532,ORDER_32794,1,credit_card,8,206.76
5533,ORDER_70565,1,boleto,1,32.1
5534,ORDER_57928,1,credit_card,3,75.07
5535,ORDER_11905,1,credit_card,6,94.94
5536,ORDER_36034,1,credit_card,2,71.14
5537,ORDER_43260,1,credit_card,5,1095.65
5538,ORDER_68184,1,credit_card,1,1.54
5539,ORDER_80272,4,voucher,1,2.3
5540,ORDER_17958,1,credit_card,2,222.64
5541,ORDER_45259,1,credit_card,5,51.16
5542,ORDER_55130,1,credit_card,1,134.14
5543,ORDER_25772,1,credit_card,2,321.17
5544,ORDER_15298,1,credit_card,1,87.56
5545,ORDER_03721,1,credit_card,4,210.18
5546,ORDER_64630,1,debit_card,1,55.24
5547,ORDER_60436,1,credit_card,2,73.38
5548,ORDER_10575,2,voucher,1,53.13
5549,ORDER_14414,1,credit_card,4,44.08
5550,ORDER_33748,1,credit_card,4,59.34
5551,ORDER_56547,1,credit_card,4,48.82
5552,ORDER_50900,1,credit_card,3,72.9
5553,ORDER_02667,1,credit_card,3,79.33
5554,ORDER_26926,1,boleto,1,84.69
5555,ORDER_05560,1,boleto,1,214.05
5556,ORDER_46051,1,credit_card,4,215.05
5557,ORDER_82833,1,boleto,1,105.28
5558,ORDER_84149,1,boleto,1,89.88
5559,ORDER_34477,1,boleto,1,74.25
5560,ORDER_41324,1,debit_card,1,187.34
5561,ORDER_55155,1,credit_card,1,35.71
5562,ORDER_22955,1,boleto,1,158.07
5563,ORDER_64924,1,credit_card,6,136.24
5564,ORDER_62337,1,credit_card,3,187.43
5565,ORDER_69403,4,voucher,1,5.1
5566,ORDER_43232,1,credit_card,10,149.69
5567,ORDER_56335,4,voucher,1,38.14
5568,ORDER_51148,1,credit_card,4,113.53
5569,ORDER_71434,1,credit_card,5,100.34
5570,ORDER_51336,1,credit_card,2,65.71
5571,ORDER_52435,1,credit_card,1,87.66
5572,ORDER_49623,1,credit_card,4,49.49
5573,ORDER_13343,1,credit_card,1,138.84
5574,ORDER_22320,1,credit_card,7,150.39
5575,ORDER_82640,1,credit_card,10,546.65
5576,ORDER_59934,1,credit_card,1,33.88
5577,ORDER_70194,1,credit_card,2,185.9
5578,ORDER_75523,1,credit_card,1,122.65
5579,ORDER_47174,1,credit_card,1,59.43
5580,ORDER_25147,1,credit_card,1,89.87
5581,ORDER_77474,1,credit_card,2,289.79
5582,ORDER_38423,1,credit_card,10,246.36
5583,ORDER_45366,1,credit_card,2,85.14
5584,ORDER_68615,1,credit_card,2,211.89
5585,ORDER_45569,1,credit_card,2,151.18
5586,ORDER_67908,1,credit_card,1,75.08
5587,ORDER_05819,1,boleto,1,98.82
5588,ORDER_36652,1,credit_card,1,117.68
5589,ORDER_87947,1,credit_card,3,814.96
5590,ORDER_14084,1,credit_card,1,14.17
5591,ORDER_61574,1,credit_card,1,132.9
5592,ORDER_14695,2,voucher,1,54.26
5593,ORDER_19237,1,credit_card,3,144.99
5594,ORDER_00857,1,credit_card,4,78.14
5595,ORDER_37034,1,voucher,1,72.78
5596,ORDER_12392,1,credit_card,8,169.31
5597,ORDER_27059,1,credit_card,1,71.23
5598,ORDER_16946,1,credit_card,1,65.71
5599,ORDER_87366,1,credit_card,3,147.37
5600,ORDER_15665,1,credit_card,1,46.0
5601,ORDER_10723,1,credit_card,4,118.55
5602,ORDER_20979,1,credit_card,6,178.25
5603,ORDER_80693,1,credit_card,1,93.75
5604,ORDER_52774,1,credit_card,4,62.59
5605,ORDER_00310,1,credit_card,6,139.17
5606,ORDER_78901,1,credit_card,6,238.32
5607,ORDER_34788,1,boleto,1,76.08
5608,ORDER_27466,1,credit_card,1,27.78
5609,ORDER_14960,1,credit_card,3,198.1
5610,ORDER_54224,1,debit_card,1,77.57
5611,ORDER_84454,1,credit_card,1,51.75
5612,ORDER_26609,1,credit_card,7,150.59
5613,ORDER_37762,1,credit_card,1,90.19
5614,ORDER_34742,1,credit_card,3,63.42
5615,ORDER_50781,1,credit_card,1,181.45
5616,ORDER_42593,1,debit_card,1,57.12
5617,ORDER_18555,1,credit_card,1,31.78
5618,ORDER_40629,1,credit_card,1,61.09
5619,ORDER_00463,1,credit_card,1,57.59
5620,ORDER_04305,1,credit_card,4,86.2
5621,ORDER_33658,1,boleto,1,108.91
5622,ORDER_53834,1,credit_card,2,87.73
5623,ORDER_26552,1,boleto,1,153.3
5624,ORDER_67907,1,credit_card,2,29.62
5625,ORDER_10595,1,credit_card,2,57.59
5626,ORDER_40267,1,credit_card,1,24.38
5627,ORDER_19195,1,credit_card,3,45.34
5628,ORDER_84732,1,credit_card,4,195.91
5629,ORDER_20553,1,credit_card,10,1619.73
5630,ORDER_75584,1,credit_card,1,34.08
5631,ORDER_82566,1,credit_card,7,95.3
5632,ORDER_86970,1,credit_card,1,57.98
5633,ORDER_76270,1,credit_card,5,82.98
5634,ORDER_63888,1,boleto,1,90.6
5635,ORDER_74935,1,credit_card,5,133.75
5636,ORDER_22797,1,credit_card,3,248.4
5637,ORDER_18184,1,boleto,1,100.82
5638,ORDER_04008,1,credit_card,5,57.6
5639,ORDER_25194,7,voucher,1,1.27
5640,ORDER_32967,1,credit_card,1,377.03
5641,ORDER_24992,1,boleto,1,182.94
5642,ORDER_76956,1,credit_card,10,111.19
5643,ORDER_44404,1,credit_card,4,100.2
5644,ORDER_48198,1,credit_card,1,68.12
5645,ORDER_37265,1,boleto,1,321.08
5646,ORDER_26745,1,credit_card,1,82.52
5647,ORDER_55632,1,credit_card,3,153.8
5648,ORDER_18806,1,boleto,1,92.37
5649,ORDER_80719,2,voucher,1,175.49
5650,ORDER_51956,1,boleto,1,61.72
5651,ORDER_08362,1,credit_card,2,65.09
5652,ORDER_06423,1,credit_card,10,194.38
5653,ORDER_56590,1,credit_card,5,112.42
5654,ORDER_74940,1,credit_card,5,84.08
5655,ORDER_10289,1,debit_card,1,182.98
5656,ORDER_55005,1,debit_card,1,81.63
5657,ORDER_67678,1,credit_card,2,72.34
5658,ORDER_02165,1,credit_card,4,112.43
5659,ORDER_25227,1,credit_card,1,139.28
5660,ORDER_75818,1,credit_card,3,164.21
5661,ORDER_82504,1,credit_card,4,117.93
5662,ORDER_82865,1,credit_card,3,73.34
5663,ORDER_72981,1,credit_card,6,64.1
5664,ORDER_42598,1,credit_card,3,87.98
5665,ORDER_82496,1,credit_card,3,32.13
5666,ORDER_70014,1,boleto,1,211.02
5667,ORDER_51406,1,voucher,1,105.01
5668,ORDER_27304,1,credit_card,3,36.62
5669,ORDER_80564,1,credit_card,5,289.57
5670,ORDER_67978,5,voucher,1,10.81
5671,ORDER_41998,1,boleto,1,48.28
5672,ORDER_10931,1,credit_card,8,290.86
5673,ORDER_62197,1,credit_card,8,320.18
5674,ORDER_51713,1,credit_card,2,66.91
5675,ORDER_56338,1,credit_card,1,38.72
5676,ORDER_18087,1,credit_card,6,873.86
5677,ORDER_13187,1,credit_card,10,104.27
5678,ORDER_73597,1,boleto,1,287.45
5679,ORDER_01604,1,credit_card,1,53.48
5680,ORDER_55772,1,credit_card,3,57.33
5681,ORDER_49046,1,credit_card,1,89.41
5682,ORDER_78609,1,credit_card,10,2091.33
5683,ORDER_00985,1,credit_card,3,47.13
5684,ORDER_44558,1,credit_card,1,118.11
5685,ORDER_02969,1,credit_card,8,437.65
5686,ORDER_33310,1,credit_card,1,62.28
5687,ORDER_77539,1,credit_card,2,159.68
5688,ORDER_68278,1,credit_card,6,600.3
5689,ORDER_13241,1,credit_card,2,64.44
5690,ORDER_79476,1,boleto,1,44.25
5691,ORDER_63130,1,boleto,1,168.88
5692,ORDER_79683,1,credit_card,2,26.85
5693,ORDER_50760,1,credit_card,1,99.52
5694,ORDER_68150,1,credit_card,2,31.71
5695,ORDER_55204,1,credit_card,2,73.34
5696,ORDER_65498,1,credit_card,2,143.02
5697,ORDER_36689,6,voucher,1,17.14
5698,ORDER_31066,1,credit_card,8,413.04
5699,ORDER_68591,1,credit_card,10,119.94
5700,ORDER_73368,1,boleto,1,99.9
5701,ORDER_51265,1,credit_card,10,118.29
5702,ORDER_84741,1,credit_card,7,232.15
5703,ORDER_55663,1,credit_card,2,99.69
5704,ORDER_39276,1,credit_card,10,246.97
5705,ORDER_50531,1,credit_card,4,108.81
5706,ORDER_54045,1,credit_card,1,40.13
5707,ORDER_66286,1,boleto,1,74.74
5708,ORDER_05357,1,boleto,1,128.26
5709,ORDER_46578,1,credit_card,10,284.23
5710,ORDER_24086,1,credit_card,8,159.81
5711,ORDER_35662,1,credit_card,8,4764.34
5712,ORDER_83230,1,credit_card,1,164.7
5713,ORDER_85311,1,boleto,1,222.58
5714,ORDER_66598,1,credit_card,1,210.08
5715,ORDER_22734,1,credit_card,1,3.96
5716,ORDER_41811,1,boleto,1,47.14
5717,ORDER_51819,1,boleto,1,46.85
5718,ORDER_42805,1,credit_card,2,28.62
5719,ORDER_83649,1,credit_card,5,169.3
5720,ORDER_11783,1,credit_card,3,93.48
5721,ORDER_77460,1,credit_card,1,45.22
5722,ORDER_34962,1,credit_card,2,137.43
5723,ORDER_39904,1,boleto,1,70.24
5724,ORDER_25955,1,boleto,1,129.82
5725,ORDER_26401,1,credit_card,2,109.4
5726,ORDER_13071,1,boleto,1,265.85
5727,ORDER_84638,1,credit_card,1,50.0
5728,ORDER_69135,1,boleto,1,406.14
5729,ORDER_73997,1,boleto,1,64.0
5730,ORDER_38411,1,credit_card,2,34.66
5731,ORDER_79289,1,credit_card,2,143.34
5732,ORDER_21003,1,credit_card,3,42.75
5733,ORDER_22764,1,credit_card,2,43.9
5734,ORDER_75848,1,credit_card,1,189.04
5735,ORDER_30665,1,credit_card,2,79.39
5736,ORDER_79800,1,credit_card,1,96.88
5737,ORDER_63912,1,credit_card,6,184.78
5738,ORDER_11394,1,credit_card,3,31.0
5739,ORDER_71792,1,credit_card,3,264.88
5740,ORDER_29227,1,credit_card,1,34.01
5741,ORDER_08806,1,credit_card,4,67.34
5742,ORDER_22956,1,credit_card,5,58.89
5743,ORDER_57696,1,credit_card,8,200.91
5744,ORDER_08966,1,debit_card,1,949.62
5745,ORDER_23885,1,boleto,1,674.22
5746,ORDER_34781,2,credit_card,3,154.92
5747,ORDER_38738,1,boleto,1,139.8
5748,ORDER_84272,1,credit_card,1,29.77
5749,ORDER_53816,1,boleto,1,138.7
5750,ORDER_70690,1,credit_card,2,50.51
5751,ORDER_73026,1,boleto,1,82.73
5752,ORDER_50725,1,credit_card,3,63.6
5753,ORDER_57060,1,boleto,1,28.2
5754,ORDER_36389,1,credit_card,5,246.79
5755,ORDER_62201,1,credit_card,1,57.24
5756,ORDER_80201,1,credit_card,1,84.81
5757,ORDER_18941,1,credit_card,5,83.25
5758,ORDER_75532,1,credit_card,1,90.77
5759,ORDER_23667,1,credit_card,7,76.31
5760,ORDER_08585,1,credit_card,3,84.92
5761,ORDER_05651,1,credit_card,1,20.38
5762,ORDER_44421,1,boleto,1,21.89
5763,ORDER_43632,1,credit_card,1,145.91
5764,ORDER_73607,1,credit_card,6,630.92
5765,ORDER_88041,1,boleto,1,398.18
5766,ORDER_15538,3,voucher,1,54.03
5767,ORDER_56037,1,credit_card,1,153.72
5768,ORDER_21457,1,credit_card,1,25.31
5769,ORDER_38750,1,credit_card,2,104.61
5770,ORDER_64304,1,credit_card,10,113.88
5771,ORDER_81980,1,credit_card,5,76.65
5772,ORDER_46471,1,credit_card,3,208.07
5773,ORDER_19955,1,credit_card,3,140.65
5774,ORDER_59491,1,credit_card,2,419.67
5775,ORDER_45317,1,credit_card,2,138.6
5776,ORDER_82758,1,credit_card,1,67.5
5777,ORDER_49286,1,credit_card,5,132.03
5778,ORDER_01989,1,credit_card,3,193.84
5779,ORDER_01975,1,credit_card,5,105.28
5780,ORDER_50139,1,credit_card,10,233.28
5781,ORDER_65610,1,credit_card,10,1675.71
5782,ORDER_49741,1,boleto,1,176.99
5783,ORDER_20628,1,credit_card,4,213.18
5784,ORDER_05544,1,credit_card,1,112.84
5785,ORDER_10632,1,credit_card,2,139.61
5786,ORDER_36408,1,credit_card,2,85.14
5787,ORDER_20724,1,credit_card,3,97.59
5788,ORDER_25846,1,credit_card,1,15.76
5789,ORDER_65737,1,credit_card,2,27.77
5790,ORDER_82377,1,credit_card,2,143.42
5791,ORDER_77984,1,credit_card,2,44.42
5792,ORDER_50779,1,credit_card,8,106.16
5793,ORDER_67734,1,credit_card,1,119.57
5794,ORDER_02222,1,credit_card,1,131.62
5795,ORDER_04314,1,credit_card,4,126.42
5796,ORDER_02403,1,credit_card,10,218.87
5797,ORDER_76135,1,credit_card,7,77.7
5798,ORDER_41540,1,credit_card,5,134.83
5799,ORDER_28273,1,credit_card,4,40.86
5800,ORDER_45496,1,credit_card,1,69.03
5801,ORDER_59746,1,credit_card,6,62.94
5802,ORDER_48679,1,credit_card,1,56.78
5803,ORDER_18830,1,boleto,1,37.72
5804,ORDER_19019,1,voucher,1,98.51
5805,ORDER_65890,1,credit_card,2,57.67
5806,ORDER_50134,1,credit_card,5,52.77
5807,ORDER_84438,1,credit_card,6,138.84
5808,ORDER_09187,1,credit_card,7,455.74
5809,ORDER_73604,1,boleto,1,933.7
5810,ORDER_54442,1,credit_card,10,463.44
5811,ORDER_42017,1,credit_card,10,116.36
5812,ORDER_21485,1,credit_card,2,47.4
5813,ORDER_59232,1,boleto,1,35.71
5814,ORDER_41102,1,credit_card,10,239.45
5815,ORDER_08170,1,credit_card,2,89.68
5816,ORDER_22963,1,credit_card,4,103.91
5817,ORDER_85937,1,boleto,1,85.6
5818,ORDER_28949,1,credit_card,2,131.26
5819,ORDER_08689,1,credit_card,10,147.64
5820,ORDER_21960,1,boleto,1,34.0
5821,ORDER_15881,1,boleto,1,66.94
